Street,Area,Dorms,Baths,Parking Slots,Condominio,IPTU,Price
Senador Vergueiro,160.0,4,5,1,1701.0,3890.0,1980000.0
Senador Vergueiro,171.0,3,2,1,2090.0,,1490000.0
Senador Vergueiro,153.0,4,3,0,1600.0,3899.0,840000.0
Senador Vergueiro,218.0,4,1,1,2018.0,487.0,1900000.0
Senador Vergueiro,220.0,4,3,0,1800.0,310.0,1880000.0
Senador Vergueiro,220.0,4,3,0,1900.0,4000.0,1878000.0
Senador Vergueiro,155.0,4,3,1,1185.0,382.0,1800000.0
Senador Vergueiro,213.0,4,4,1,1500.0,5000.0,1800000.0
Senador Vergueiro,220.0,4,3,1,1500.0,500.0,1800000.0
Senador Vergueiro,180.0,4,2,1,850.0,255.0,1400000.0
Senador Vergueiro,167.0,4,2,1,1200.0,3247.0,1380000.0
Senador Vergueiro,205.0,4,4,1,2181.0,4624.0,2500000.0
Senador Vergueiro,163.0,4,3,1,1000.0,2300.0,1450000.0
Senador Vergueiro,230.0,4,2,1,1800.0,2741.0,2300000.0
Senador Vergueiro,190.0,4,3,1,850.0,2350.0,1650000.0
Senador Vergueiro,218.0,4,3,1,1655.0,4690.0,2230000.0
Senador Vergueiro,165.0,2,3,1,1590.0,1456.0,1450000.0
Senador Vergueiro,183.0,3,1,1,1823.0,4006.0,1950000.0
Senador Vergueiro,263.0,4,5,1,1500.0,4500.0,1850000.0
Senador Vergueiro,190.0,4,3,1,900.0,,1680000.0
Senador Vergueiro,220.0,3,4,1,1556.0,,2250000.0
Senador Vergueiro,183.0,4,3,0,1200.0,2626.0,1650000.0
Senador Vergueiro,167.0,4,3,0,850.0,2395.0,1680000.0
Senador Vergueiro,157.0,3,5,1,1450.0,3136.0,2350000.0
Senador Vergueiro,218.0,4,4,1,1550.0,3870.0,2240000.0
Senador Vergueiro,220.0,4,2,0,2088.0,318.0,1880000.0
Senador Vergueiro,152.0,3,2,0,985.0,,1100000.0
Senador Vergueiro,217.0,4,4,1,1650.0,4000.0,2250000.0
Senador Vergueiro,218.0,3,2,1,2000.0,487.0,2250000.0
Senador Vergueiro,185.0,4,5,0,1700.0,4446.0,1700000.0
Senador Vergueiro,183.0,4,3,1,1800.0,,1800000.0
Senador Vergueiro,171.0,4,4,1,1750.0,2400.0,1490000.0
Senador Vergueiro,171.0,4,3,1,1800.0,,1490000.0
Senador Vergueiro,183.0,4,3,1,1960.0,4406.0,1800000.0
Senador Vergueiro,167.0,4,3,1,1050.0,3247.0,1500000.0
Senador Vergueiro,178.0,4,2,1,1100.0,340.0,1680000.0
Senador Vergueiro,200.0,4,4,1,1500.0,400.0,1900000.0
Senador Vergueiro,170.0,3,2,1,1380.0,4260.0,1500000.0
Senador Vergueiro,190.0,4,1,1,1000.0,2322.0,1500000.0
Senador Vergueiro,191.0,3,2,0,1200.0,3000.0,1450000.0
Senador Vergueiro,260.0,4,3,1,1800.0,,2200000.0
Senador Vergueiro,263.0,4,4,1,1655.0,6130.0,2500000.0
Senador Vergueiro,180.0,4,2,0,2079.0,2966.0,1880000.0
Senador Vergueiro,218.0,4,3,1,1700.0,600.0,1900000.0
Senador Vergueiro,180.0,4,3,0,800.0,1800.0,1679000.0
Senador Vergueiro,263.0,4,1,1,1655.0,6139.0,2300000.0
Senador Vergueiro,170.0,4,3,1,1500.0,3247.0,1490000.0
Senador Vergueiro,185.0,4,4,0,1560.0,4015.0,1700000.0
Senador Vergueiro,220.0,4,2,1,1740.0,3800.0,1880000.0
Senador Vergueiro,155.0,3,3,1,1500.0,289.0,1630000.0
Senador Vergueiro,167.0,4,3,0,1200.0,3247.0,1500000.0
Senador Vergueiro,152.0,3,2,0,1200.0,3730.0,1100000.0
Senador Vergueiro,218.0,4,4,1,1536.0,3500.0,1900000.0
Senador Vergueiro,263.0,4,4,1,1380.0,,1850000.0
Senador Vergueiro,263.0,4,4,1,1655.0,6139.0,2300000.0
Senador Vergueiro,157.0,3,4,1,1500.0,3839.0,2380000.0
Senador Vergueiro,205.0,4,1,1,2151.0,507.0,2100000.0
Senador Vergueiro,220.0,3,4,1,1655.0,4400.0,1900000.0
Senador Vergueiro,263.0,4,3,1,1480.0,3798.0,2200000.0
Senador Vergueiro,167.0,4,2,0,1000.0,3247.0,1680000.0
Senador Vergueiro,190.0,4,3,1,1000.0,2300.0,1650000.0
Senador Vergueiro,245.0,4,3,0,2400.0,4781.0,1890000.0
Senador Vergueiro,179.0,4,3,0,1100.0,3400.0,1500000.0
Senador Vergueiro,171.0,4,3,1,1800.0,3398.0,1490000.0
Senador Vergueiro,300.0,4,4,2,3000.0,900.0,1890000.0
Senador Vergueiro,218.0,4,3,1,1828.0,4425.0,2200000.0
Senador Vergueiro,205.0,4,3,1,2151.0,4650.0,2500000.0
Senador Vergueiro,198.0,4,3,1,1600.0,491.0,1800000.0
Senador Vergueiro,169.0,2,3,1,1800.0,3200.0,1500000.0
Senador Vergueiro,190.0,4,2,1,2055.0,1800.0,1800000.0
Senador Vergueiro,270.0,4,4,1,1600.0,500.0,2300000.0
Senador Vergueiro,260.0,4,4,1,1655.0,455.0,2500000.0
Senador Vergueiro,263.0,4,5,1,1622.0,123.0,2300000.0
Senador Vergueiro,189.0,4,3,1,1779.0,4403.0,1800000.0
Senador Vergueiro,167.0,4,1,0,850.0,2350.0,1490000.0
Senador Vergueiro,330.0,4,6,2,3000.0,6450.0,2350000.0
Senador Vergueiro,300.0,4,5,1,3500.0,750.0,2800000.0
Senador Vergueiro,220.0,4,3,0,1800.0,3068.0,1880000.0
Senador Vergueiro,187.0,3,1,1,1800.0,4866.0,2150000.0
Senador Vergueiro,171.0,3,4,1,1780.0,2700.0,1488000.0
Senador Vergueiro,385.0,5,3,1,3600.0,708.0,2500000.0
Senador Vergueiro,300.0,5,4,2,3100.0,500.0,2798000.0
Senador Vergueiro,245.0,4,3,1,2570.0,5975.0,1890000.0
Senador Vergueiro,300.0,4,4,2,2890.0,7594.0,2600000.0
Senador Vergueiro,300.0,4,4,2,2850.0,6450.0,2700000.0
Senador Vergueiro,190.0,4,2,0,1100.0,3400.0,1680000.0
Senador Vergueiro,300.0,4,4,2,3100.0,7755.0,2800000.0
Senador Vergueiro,218.0,3,4,1,1557.0,3869.0,2239000.0
Senador Vergueiro,300.0,3,2,2,2500.0,6116.0,1890000.0
Senador Vergueiro,300.0,4,4,2,2750.0,3500.0,2200000.0
Senador Vergueiro,300.0,4,1,1,2890.0,7755.0,2700000.0
Senador Vergueiro,300.0,4,2,2,3100.0,7755.0,2800000.0
Senador Vergueiro,280.0,4,4,2,2750.0,6500.0,1890000.0
Senador Vergueiro,180.0,4,3,0,1800.0,3068.0,1880000.0
Senador Vergueiro,300.0,4,3,2,2890.0,7755.0,2800000.0
Senador Vergueiro,300.0,4,2,2,3620.0,650.0,1890000.0
Senador Vergueiro,300.0,4,2,2,2750.0,775.0,1900000.0
Senador Vergueiro,300.0,4,4,2,2700.0,,1900000.0
Senador Vergueiro,245.0,4,1,1,2424.0,4781.0,1800000.0
Senador Vergueiro,300.0,4,2,2,3500.0,8000.0,2800000.0
Senador Vergueiro,300.0,4,3,2,2750.0,6533.0,1887000.0
Senador Vergueiro,385.0,5,2,1,3600.0,7875.0,2500000.0
Senador Vergueiro,300.0,3,1,1,2900.0,7755.0,2700000.0
Senador Vergueiro,385.0,5,4,1,3750.0,8356.0,2400000.0
Senador Vergueiro,300.0,4,3,2,3130.0,776.0,2800000.0
Senador Vergueiro,385.0,5,3,1,3680.0,8787.0,2450000.0
Senador Vergueiro,385.0,5,3,1,3680.0,878.0,2500000.0
Senador Vergueiro,198.0,4,4,1,1600.0,491.0,1800000.0
Senador Vergueiro,160.0,3,3,1,1500.0,3840.0,2030000.0
Senador Vergueiro,220.0,4,3,1,1555.0,46440.0,2240000.0
